#src_id	dest_id	edge_type	number_common_taxa	percent_common_taxa
93	47	2	6	0
94	47	2	4	0
95	47	2	2	0
96	47	2	5	0
97	47	2	6	0
98	47	2	4	0
110	47	2	2	0
113	47	2	5	0
114	47	2	2	0
115	47	2	3	0
116	47	2	2	0
119	47	2	2	0
120	47	2	5	0
122	47	2	2	0
128	47	2	1	0
135	47	2	3	0
138	47	2	3	0
56	48	2	1	0
48	90	2	6	0
114	48	2	2	0
115	48	2	3	0
116	48	2	2	0
128	48	2	1	0
50	49	2	1	0
51	49	2	7	0
59	49	2	7	0
60	49	2	3	0
49	79	2	8	0
94	49	2	4	0
95	49	2	2	0
97	49	2	6	0
98	49	2	4	0
110	49	2	2	0
119	49	2	2	0
120	49	2	5	0
135	49	2	3	0
138	49	2	3	0
50	52	2	1	0
50	53	2	1	0
50	57	2	1	0
50	58	2	1	0
50	79	2	1	0
50	86	2	1	0
50	89	2	1	0
50	90	2	1	0
50	92	2	1	0
50	93	2	1	0
50	96	2	1	0
50	113	2	1	0
50	122	2	1	0
50	123	2	1	0
50	126	2	1	0
50	127	2	1	0
51	58	2	7	0
60	51	2	3	0
51	79	2	7	0
94	51	2	4	0
95	51	2	2	0
97	51	2	6	0
98	51	2	4	0
110	51	2	2	0
119	51	2	2	0
120	51	2	5	0
135	51	2	3	0
138	51	2	3	0
53	52	2	8	0
54	52	2	2	0
55	52	2	1	0
56	52	2	1	0
57	52	2	7	0
73	52	2	1	0
86	52	2	4	0
52	90	2	10	0
93	52	2	6	0
96	52	2	5	0
101	52	2	3	0
106	52	2	1	0
113	52	2	5	0
114	52	2	2	0
115	52	2	3	0
116	52	2	2	0
122	52	2	2	0
128	52	2	1	0
53	90	2	8	0
96	53	2	5	0
106	53	2	1	0
113	53	2	5	0
114	53	2	2	0
128	53	2	1	0
55	54	2	1	0
56	54	2	1	0
73	54	2	1	0
54	90	2	2	0
54	123	2	2	0
55	61	2	1	0
55	62	2	1	0
55	63	2	1	0
55	66	2	1	0
55	67	2	1	0
55	68	2	1	0
55	70	2	1	0
55	72	2	1	0
55	75	2	1	0
55	77	2	1	0
55	81	2	1	0
55	85	2	1	0
55	90	2	1	0
55	99	2	1	0
55	101	2	1	0
55	104	2	1	0
55	107	2	1	0
55	112	2	1	0
55	123	2	1	0
55	125	2	1	0
55	129	2	1	0
56	57	2	1	0
56	79	2	1	0
56	86	2	1	0
56	88	2	1	0
56	89	2	1	0
56	90	2	1	0
56	92	2	1	0
56	93	2	1	0
56	115	2	1	0
56	116	2	1	0
56	122	2	1	0
56	123	2	1	0
56	126	2	1	0
56	127	2	1	0
86	57	2	4	0
57	90	2	7	0
106	57	2	1	0
115	57	2	3	0
116	57	2	2	0
122	57	2	2	0
128	57	2	1	0
59	58	2	7	0
60	58	2	3	0
58	79	2	8	0
94	58	2	4	0
95	58	2	2	0
97	58	2	6	0
98	58	2	4	0
110	58	2	2	0
119	58	2	2	0
120	58	2	5	0
135	58	2	3	0
138	58	2	3	0
60	59	2	3	0
59	79	2	7	0
94	59	2	4	0
95	59	2	2	0
97	59	2	6	0
98	59	2	4	0
110	59	2	2	0
119	59	2	2	0
120	59	2	5	0
135	59	2	3	0
138	59	2	3	0
60	79	2	3	0
60	88	2	3	0
60	89	2	3	0
95	60	2	2	0
60	104	2	3	0
60	120	2	3	0
60	124	2	3	0
62	61	2	20	0
63	61	2	8	0
64	61	2	5	0
65	61	2	7	0
66	61	2	14	0
73	61	2	1	0
76	61	2	4	0
82	61	2	1	0
83	61	2	2	0
84	61	2	2	0
85	61	2	13	0
99	61	2	8	0
100	61	2	4	0
101	61	2	3	0
102	61	2	7	0
106	61	2	1	0
108	61	2	3	0
114	61	2	2	0
118	61	2	2	0
121	61	2	8	0
128	61	2	1	0
133	61	2	1	0
136	61	2	1	0
139	61	2	1	0
64	62	2	5	0
66	62	2	14	0
73	62	2	1	0
76	62	2	4	0
82	62	2	1	0
83	62	2	2	0
84	62	2	2	0
99	62	2	8	0
100	62	2	4	0
101	62	2	3	0
106	62	2	1	0
108	62	2	3	0
118	62	2	2	0
128	62	2	1	0
133	62	2	1	0
136	62	2	1	0
139	62	2	1	0
73	63	2	1	0
106	63	2	1	0
82	64	2	1	0
128	64	2	1	0
133	64	2	1	0
136	64	2	1	0
139	64	2	1	0
106	65	2	1	0
133	65	2	1	0
136	65	2	1	0
139	65	2	1	0
73	66	2	1	0
76	66	2	4	0
82	66	2	1	0
83	66	2	2	0
84	66	2	2	0
101	66	2	3	0
108	66	2	3	0
118	66	2	2	0
128	66	2	1	0
68	67	2	15	0
69	67	2	1	0
70	67	2	9	0
71	67	2	6	0
72	67	2	6	0
73	67	2	1	0
74	67	2	5	0
75	67	2	12	0
76	67	2	4	0
77	67	2	6	0
78	67	2	1	0
82	67	2	1	0
83	67	2	2	0
84	67	2	2	0
103	67	2	2	0
108	67	2	3	0
109	67	2	1	0
117	67	2	2	0
118	67	2	2	0
128	67	2	1	0
134	67	2	2	0
137	67	2	2	0
70	68	2	9	0
71	68	2	6	0
72	68	2	6	0
73	68	2	1	0
74	68	2	5	0
75	68	2	12	0
77	68	2	6	0
78	68	2	1	0
83	68	2	2	0
84	68	2	2	0
108	68	2	3	0
109	68	2	1	0
117	68	2	2	0
118	68	2	2	0
128	68	2	1	0
69	79	2	1	0
69	81	2	1	0
69	88	2	1	0
69	90	2	1	0
69	103	2	1	0
69	104	2	1	0
69	105	2	1	0
69	107	2	1	0
69	112	2	1	0
69	123	2	1	0
69	125	2	1	0
69	129	2	1	0
69	131	2	1	0
69	132	2	1	0
69	134	2	1	0
69	137	2	1	0
73	70	2	1	0
84	70	2	2	0
109	70	2	1	0
128	70	2	1	0
74	71	2	5	0
71	75	2	6	0
78	71	2	1	0
83	71	2	2	0
108	71	2	3	0
117	71	2	2	0
118	71	2	2	0
73	72	2	1	0
74	72	2	5	0
72	75	2	6	0
78	72	2	1	0
83	72	2	2	0
72	104	2	6	0
108	72	2	3	0
117	72	2	2	0
118	72	2	2	0
73	75	2	1	0
73	77	2	1	0
73	81	2	1	0
73	85	2	1	0
73	90	2	1	0
73	99	2	1	0
73	101	2	1	0
73	104	2	1	0
73	107	2	1	0
73	112	2	1	0
73	123	2	1	0
73	125	2	1	0
73	129	2	1	0
74	75	2	5	0
78	74	2	1	0
83	74	2	2	0
74	104	2	5	0
108	74	2	3	0
117	74	2	2	0
118	74	2	2	0
77	75	2	6	0
78	75	2	1	0
83	75	2	2	0
108	75	2	3	0
109	75	2	1	0
117	75	2	2	0
118	75	2	2	0
82	76	2	1	0
84	76	2	2	0
76	85	2	4	0
76	90	2	4	0
128	76	2	1	0
109	77	2	1	0
78	80	2	1	0
78	81	2	1	0
78	91	2	1	0
78	104	2	1	0
78	107	2	1	0
78	111	2	1	0
78	117	2	1	0
78	124	2	1	0
78	130	2	1	0
86	79	2	4	0
94	79	2	4	0
95	79	2	2	0
97	79	2	6	0
98	79	2	4	0
103	79	2	2	0
106	79	2	1	0
109	79	2	1	0
110	79	2	2	0
115	79	2	3	0
116	79	2	2	0
119	79	2	2	0
120	79	2	5	0
122	79	2	2	0
131	79	2	5	0
134	79	2	2	0
135	79	2	3	0
137	79	2	2	0
138	79	2	3	0
80	104	2	2	0
